t,x,y,yaw
24.1,2.5785,3.0156,1.5428
24.2,2.5803,3.0655,1.5428
24.3,2.5791,3.1149,1.5429
24.4,2.5801,3.1622,1.5598
24.5,2.5622,3.2144,1.6633
24.6,2.5585,3.2641,1.6979
24.7,2.5605,3.3125,1.6395
24.8,2.5583,3.3623,1.6296
24.9,2.5565,3.4132,1.6293
25.0,2.5557,3.4633,1.6294
25.1,2.5501,3.5157,1.6295
25.2,2.5505,3.5656,1.6291
25.3,2.5456,3.6145,1.6293
25.4,2.542,3.6588,1.6293
25.5,2.5415,3.7136,1.6295
25.6,2.5377,3.762,1.6293
25.7,2.5359,3.8156,1.6182
25.8,2.5474,3.8617,1.5042
25.9,2.5738,3.9013,1.4473
26.0,2.5639,3.9615,1.511
26.1,2.5625,4.0088,1.5296
26.2,2.559,4.0555,1.5297
26.3,2.5657,4.1106,1.5295
26.42,2.5665,4.1797,1.5298
26.44,2.5661,4.149,1.5295
26.5,2.57,4.2104,1.5296
26.62,2.571,4.2817,1.5295
26.64,2.57,4.2497,1.5294
26.7,2.5721,4.3137,1.5296
26.8,2.5754,4.358,1.5296
26.88,2.5762,4.3885,1.5294
26.98,2.578,4.44,1.5295
27.08,2.5782,4.4891,1.543
27.18,2.5707,4.537,1.6394
27.28,2.5644,4.5893,1.6369
27.38,2.5675,4.6351,1.5978
27.48,2.5652,4.6855,1.5982
27.58,2.5648,4.7344,1.5984
27.6,2.5651,4.7563,1.5984
27.68,2.5635,4.7857,1.5984
27.7,2.5637,4.8074,1.5984
27.78,2.5645,4.8409,1.5982
27.88,2.5609,4.8882,1.5984
27.98,2.5607,4.9303,1.5982
28.0,2.5591,4.9515,1.5982
28.08,2.5577,4.9826,1.5982
28.1,2.5571,5.0031,1.5982
28.18,2.5577,5.0335,1.5982
28.28,2.5564,5.0834,1.5984
28.3,2.5559,5.1058,1.5984
28.38,2.556,5.1362,1.5982
28.4,2.5564,5.1573,1.5981
28.48,2.5531,5.1851,1.5983
28.58,2.5516,5.2313,1.5985
28.6,2.5515,5.2514,1.5985
28.68,2.5505,5.2843,1.5981
28.7,2.5501,5.3088,1.5981
28.78,2.5489,5.3357,1.5984
28.88,2.5491,5.3805,1.5985
28.9,2.55,5.4016,1.5985
28.98,2.5476,5.4346,1.5982
29.0,2.5462,5.4598,1.5982
29.08,2.547,5.486,1.5981
29.18,2.5447,5.5325,1.5978
29.2,2.5434,5.5579,1.5977
29.28,2.5438,5.5849,1.5976
29.38,2.543,5.6291,1.5977
29.4,2.5428,5.6513,1.5978
29.48,2.5411,5.687,1.5979
29.52,2.5395,5.7257,1.5979
29.6,2.5389,5.7542,1.5978
29.68,2.5391,5.7882,1.5978
29.78,2.5372,5.8331,1.5978
29.8,2.5381,5.854,1.5978
29.88,2.5403,5.8869,1.5977
29.9,2.539,5.9084,1.5977
29.98,2.5359,5.9356,1.5978
30.08,2.5354,5.9829,1.5977
30.1,2.5358,6.0033,1.5977
30.2,2.5324,6.0581,1.5979
30.3,2.5321,6.1001,1.5976
30.4,2.531,6.1545,1.5978
30.5,2.5304,6.2071,1.596
30.6,2.5293,6.2633,1.5234
30.7,2.5613,6.305,1.4148
30.78,2.55,6.3373,1.4665
30.88,2.5479,6.3883,1.5043
30.98,2.5511,6.4405,1.5037
31.08,2.5525,6.4858,1.5034
31.18,2.5583,6.5408,1.5032
31.28,2.5586,6.5879,1.5033
31.38,2.565,6.6387,1.5032
31.48,2.5676,6.6846,1.5029
31.58,2.5716,6.7345,1.5028
31.68,2.5756,6.7818,1.5029
31.78,2.5778,6.834,1.5029
31.88,2.5812,6.8839,1.5028
31.98,2.5856,6.9325,1.5028
32.08,2.5888,6.9848,1.5029
32.18,2.5921,7.0296,1.5028
32.28,2.5969,7.0785,1.5032
32.38,2.6,7.1304,1.503
32.48,2.6029,7.1792,1.503
32.58,2.606,7.2287,1.5027
32.68,2.6092,7.2812,1.5483
32.78,2.5864,7.3254,1.6218
32.88,2.5953,7.3803,1.5803
32.98,2.6,7.4244,1.5657
33.08,2.5987,7.4809,1.5654
33.18,2.6015,7.5242,1.5658
33.28,2.6018,7.5801,1.5659
33.3,2.6025,7.6028,1.5659
33.38,2.6035,7.6319,1.5658
33.48,2.6037,7.6768,1.5658
33.5,2.6022,7.6986,1.5654
33.58,2.6014,7.7359,1.5649
33.7,2.6059,7.8029,1.5657
33.8,2.6045,7.8515,1.5659
33.9,2.6049,7.9028,1.5659
34.0,2.6084,7.9522,1.5656
34.1,2.6046,8.0044,1.5658
34.2,2.608,8.052,1.5658
34.3,2.6087,8.1019,1.5659
34.4,2.6083,8.1564,1.566
34.5,2.6095,8.2051,1.5657
34.6,2.6099,8.2527,1.5656
34.7,2.6086,8.3058,1.5659
34.8,2.6089,8.3502,1.566
34.9,2.6092,8.4077,1.5659
35.0,2.6082,8.4554,1.5661
35.1,2.6107,8.5055,1.5661
35.2,2.6095,8.5549,1.5661
35.3,2.6109,8.6047,1.5662
35.4,2.6099,8.6562,1.5661
35.5,2.6094,8.7041,1.5662
35.6,2.6096,8.7523,1.5663
35.64,2.5901,8.7626,1.5693
35.7,2.5928,8.8243,1.5695
35.8,2.5928,8.8776,1.5694
35.9,2.5899,8.9268,1.5696
36.0,2.5913,8.9744,1.5695
36.1,2.592,9.0229,1.5693
36.2,2.5913,9.0737,1.5692
36.3,2.5908,9.1223,1.5693
36.4,2.5908,9.1766,1.5694
36.5,2.5909,9.2238,1.5694
36.6,2.5911,9.2732,1.5693
36.7,2.5872,9.3216,1.5991
36.88,2.5793,9.3019,1.667
36.94,2.5805,9.2782,1.6364
37.24,2.5659,9.372,1.7398
37.28,2.5491,9.4479,1.7748
37.34,2.5531,9.3949,1.758
37.38,2.5597,9.3708,1.7683
37.4,2.5672,9.3438,1.7685
37.48,2.5556,9.3693,1.7477
37.5,2.543,9.4159,1.7645
37.7,2.5226,9.4536,1.8664
37.84,2.5291,9.4201,1.8827
37.9,2.4998,9.4663,1.9267
38.0,2.467,9.536,2.0931
38.2,2.4387,9.5577,2.1422
38.24,2.424,9.5845,2.1473
38.34,2.4366,9.5648,2.1412
38.4,2.3801,9.6322,2.1959
38.5,2.3322,9.6565,2.3883
38.6,2.3483,9.6387,2.4556
38.7,2.299,9.6766,2.4112
38.8,2.2396,9.7058,2.5648
38.9,2.1735,9.7138,2.721
39.0,2.1307,9.7241,2.8231
39.1,2.0792,9.7296,2.9203
39.2,2.0358,9.7316,3.0191
39.3,1.9875,9.7271,3.1177
39.4,1.9334,9.7146,-3.0651
39.5,1.8877,9.7039,-2.9718
39.62,1.8399,9.6795,-2.8629
39.7,1.7986,9.6644,-2.8351
39.8,1.7379,9.6768,-2.9314
39.9,1.6961,9.6632,-2.9752
40.0,1.6453,9.6682,-3.0399
40.08,1.6176,9.6625,-3.1186
40.18,1.5706,9.6544,-3.0783
40.28,1.5118,9.6567,-3.0473
40.38,1.4679,9.6566,-3.0493
40.4,1.4467,9.654,-3.0498
40.5,1.3938,9.6414,-3.0353
40.6,1.3542,9.6144,-2.9186
40.68,1.33,9.5961,-2.7769
40.78,1.2908,9.5636,-2.6551
40.88,1.2524,9.5335,-2.5752
40.9,1.2373,9.5173,-2.5525
40.98,1.2072,9.501,-2.623
41.08,1.1611,9.4865,-2.6868
41.1,1.1386,9.4794,-2.6868
41.18,1.1138,9.4652,-2.6902
41.28,1.0735,9.4419,-2.7217
41.38,1.018,9.4597,-2.8873
41.4,0.9952,9.4637,-2.9266
41.48,0.9564,9.4372,-3.0395
41.5,0.9362,9.4471,-3.0793
41.58,0.9017,9.4777,-3.1145
41.6,0.8785,9.4799,-3.1346
41.68,0.8496,9.4503,-3.0533
41.7,0.8296,9.4475,-3.0542
41.78,0.8019,9.4374,-3.0025
41.88,0.7531,9.4288,-2.9999
41.9,0.7331,9.4247,-2.9999
41.98,0.7018,9.4213,-3.0002
42.0,0.6809,9.4174,-3.0002
42.08,0.6526,9.4112,-2.9688
42.18,0.6087,9.3863,-2.8137
42.2,0.5925,9.3652,-2.7752
42.28,0.5683,9.3553,-2.6906
42.3,0.5546,9.3382,-2.672
42.38,0.524,9.3365,-2.7523
42.4,0.5035,9.3304,-2.7517
42.48,0.4756,9.3243,-2.8013
42.6,0.4079,9.299,-2.802
42.68,0.3735,9.2861,-2.8026
42.8,0.312,9.2669,-2.8026
42.92,0.2568,9.261,-2.896
43.0,0.2168,9.2644,-3.0563
43.1,0.1649,9.3006,3.118
43.2,0.1141,9.2752,-3.1108
43.3,0.0657,9.2778,-3.1215
43.38,0.0366,9.2877,3.0273
43.48,-0.014,9.3042,2.946
43.58,-0.0651,9.3093,3.0191
43.68,-0.1115,9.3078,3.0522
43.78,-0.1582,9.3138,3.0526
43.88,-0.2146,9.307,3.0519
43.98,-0.2585,9.3211,3.0531
44.08,-0.3192,9.3063,3.1216
44.18,-0.3645,9.304,-3.0855
44.28,-0.4146,9.3046,-3.1342
44.38,-0.4627,9.3068,3.1326
44.48,-0.5111,9.3076,3.132
44.58,-0.5663,9.3093,3.1322
44.68,-0.607,9.3078,3.1324
44.78,-0.6622,9.3093,3.1322
44.88,-0.7124,9.3103,3.1324
44.94,-0.7338,9.307,3.1337
44.98,-0.7741,9.3051,3.1335
45.08,-0.8258,9.3067,3.1336
45.18,-0.8761,9.3073,3.1337
45.28,-0.9253,9.3076,3.1338
45.38,-0.9773,9.3079,3.1337
45.48,-1.0274,9.3087,3.134
45.58,-1.0746,9.3079,3.1334
45.68,-1.1284,9.3087,3.1335
45.78,-1.1779,9.3089,3.1339
45.88,-1.2276,9.3098,3.1339
45.98,-1.2793,9.3076,3.1341
46.08,-1.3255,9.3102,3.1342
46.18,-1.3812,9.3092,3.1336
46.28,-1.4281,9.3112,3.134
46.38,-1.4766,9.3104,3.1339
46.48,-1.5275,9.3117,3.1339
46.58,-1.5766,9.3112,3.1339
46.7,-1.6491,9.3088,-3.1355
46.8,-1.691,9.2884,-3.0098
46.9,-1.7299,9.2606,-2.8347
46.98,-1.7573,9.2486,-2.7578
47.08,-1.8013,9.2169,-2.6545
47.18,-1.8378,9.1844,-2.552
47.28,-1.8698,9.1477,-2.455
47.3,-1.8816,9.1266,-2.4153
47.38,-1.9048,9.109,-2.3741
47.48,-1.9348,9.0733,-2.4234
47.5,-1.9526,9.0615,-2.4226
47.58,-1.9917,9.057,-2.485
47.7,-2.0366,9.004,-2.4418
47.8,-2.054,8.9593,-2.2682
47.9,-2.0672,8.9131,-2.1083
48.0,-2.0793,8.8651,-2.0059
48.08,-2.0907,8.8399,-1.9444
48.18,-2.0883,8.7906,-1.8419
48.24,-2.0934,8.7595,-1.8292
48.28,-2.0956,8.7217,-1.7483
48.38,-2.104,8.6721,-1.7161
48.4,-2.1053,8.6508,-1.7052
48.48,-2.1088,8.6208,-1.8027
48.5,-2.1191,8.6018,-1.8121
48.58,-2.1632,8.5815,-1.9305
48.6,-2.1795,8.5662,-1.9578
48.68,-2.1656,8.5324,-2.0102
48.7,-2.1801,8.5163,-2.0198
48.78,-2.2044,8.4917,-1.9523
48.8,-2.2113,8.4724,-1.9526
48.88,-2.2054,8.4369,-1.9285
48.9,-2.2141,8.4186,-1.9292
48.98,-2.2311,8.3958,-1.93
49.08,-2.2374,8.3467,-1.9289
49.1,-2.2461,8.3281,-1.9291
49.18,-2.2628,8.3,-1.9248
49.2,-2.2666,8.2804,-1.9174
49.3,-2.266,8.2465,-1.7911
49.38,-2.2545,8.177,-1.6589
49.48,-2.247,8.1498,-1.6366
49.52,-2.253,8.1246,-1.6564
49.58,-2.2613,8.0996,-1.7138
49.68,-2.2856,8.0541,-1.7286
49.72,-2.2901,8.0266,-1.7285
49.8,-2.2887,7.9818,-1.7282
49.9,-2.3026,7.9301,-1.7291
49.98,-2.3009,7.8989,-1.7278
50.08,-2.3157,7.859,-1.7279
50.18,-2.3195,7.8064,-1.7275
50.28,-2.3234,7.7551,-1.7054
50.38,-2.3135,7.7078,-1.563
50.4,-2.3015,7.6874,-1.5266
50.48,-2.2948,7.662,-1.4105
50.5,-2.2811,7.6442,-1.3716
50.58,-2.2824,7.6151,-1.3046
50.6,-2.2683,7.5985,-1.2654
50.68,-2.2389,7.5766,-1.2013
50.8,-2.2077,7.5217,-1.0644
50.9,-2.1651,7.4795,-1.0017
51.0,-2.1587,7.4306,-1.0663
51.1,-2.1415,7.3867,-1.1246
51.2,-2.1086,7.3447,-1.0532
51.3,-2.067,7.3186,-0.8635
51.4,-2.0296,7.2915,-0.727
51.5,-1.9629,7.2822,-0.6208
51.6,-1.9216,7.2551,-0.5195
51.7,-1.8693,7.2497,-0.4183
51.8,-1.827,7.2205,-0.3959
51.9,-1.7896,7.1893,-0.4906
52.0,-1.7528,7.1476,-0.6047
52.1,-1.7265,7.1038,-0.7353
52.2,-1.6804,7.0821,-0.6833
52.3,-1.6432,7.0423,-0.6395
52.4,-1.5998,7.0229,-0.6373
52.5,-1.5567,6.9959,-0.6368
52.6,-1.5187,6.9584,-0.6371
52.7,-1.4764,6.9331,-0.6371
52.8,-1.4398,6.8996,-0.6379
52.9,-1.3954,6.8743,-0.637
53.0,-1.3584,6.8424,-0.6355
53.08,-1.3292,6.8326,-0.5894
53.18,-1.2789,6.8217,-0.412
53.28,-1.2312,6.8206,-0.2733
53.3,-1.2093,6.827,-0.233
53.38,-1.1826,6.8177,-0.1763
53.4,-1.1583,6.8235,-0.1424
53.5,-1.1088,6.8109,-0.1486
53.6,-1.0605,6.807,-0.1134
53.7,-1.0178,6.8233,0.0514
53.8,-0.97,6.8413,0.1638
53.9,-0.9209,6.8592,0.241
54.0,-0.8974,6.8592,0.2141
54.04,-0.9394,6.8391,0.1414
54.14,-0.9907,6.8184,0.1739
54.18,-1.0222,6.8045,0.2136
54.24,-0.9838,6.8178,0.1441
54.34,-0.9648,6.8243,0.1277
54.38,-0.9383,6.8212,0.1285
54.44,-0.9141,6.8254,0.0402
54.54,-0.821,6.8034,-0.0942
54.58,-0.7677,6.7805,-0.133
54.64,-0.8257,6.8027,-0.0681
54.68,-0.8442,6.8118,-0.0765
54.74,-0.8693,6.8164,-0.0415
54.88,-0.8409,6.8142,-0.0396
54.94,-0.8123,6.8136,-0.0398
55.24,-0.8041,6.8498,0.0099
55.94,-0.7682,6.8549,0.0863
56.04,-0.6719,6.8805,0.2397
56.08,-0.613,6.9034,0.2943
56.14,-0.673,6.8893,0.1994
56.24,-0.7216,6.8731,0.1607
56.28,-0.7552,6.8668,0.1607
56.34,-0.7294,6.8711,0.1618
56.8,-0.6266,6.8749,0.1133
56.9,-0.6634,6.8699,0.0448
57.84,-0.5509,6.865,-0.014
57.88,-0.4855,6.8565,-0.0287
57.94,-0.5767,6.8669,-0.0008
58.04,-0.517,6.8612,-0.0735
58.14,-0.5554,6.8641,-0.0695
58.18,-0.5186,6.8546,-0.1059
58.24,-0.4783,6.8506,-0.1257
58.34,-0.5185,6.8574,-0.1211
58.38,-0.4785,6.8433,-0.1557
58.44,-0.4318,6.8358,-0.1923
58.54,-0.4796,6.8443,-0.1616
58.88,-0.4346,6.8239,-0.2256
58.94,-0.3852,6.8108,-0.3273
58.98,-0.3605,6.7935,-0.4088
59.08,-0.3342,6.7752,-0.3895
59.14,-0.4184,6.8143,-0.3154
59.18,-0.4763,6.8382,-0.3195
59.24,-0.4295,6.8176,-0.3375
59.28,-0.4121,6.8054,-0.3771
59.34,-0.3118,6.7599,-0.3982
59.38,-0.2587,6.7326,-0.4085
59.44,-0.3326,6.7755,-0.3988
59.54,-0.2638,6.7333,-0.4618
59.58,-0.215,6.7037,-0.4731
59.64,-0.2891,6.7488,-0.4579
59.68,-0.2747,6.7333,-0.4906
59.7,-0.2319,6.7062,-0.5065
59.84,-0.2518,6.7223,-0.5575
59.9,-0.1813,6.6541,-0.6442
60.0,-0.1607,6.6091,-0.8281
60.1,-0.1408,6.5672,-0.9499
60.18,-0.1267,6.5427,-1.0058
60.28,-0.1124,6.4967,-1.1054
60.34,-0.1339,6.4414,-1.1565
60.38,-0.1272,6.4019,-1.2395
60.48,-0.123,6.3512,-1.3386
60.58,-0.1223,6.3055,-1.4392
60.68,-0.1252,6.2575,-1.5389
60.7,-0.1313,6.2374,-1.5798
60.78,-0.1408,6.2072,-1.6388
60.88,-0.1529,6.1602,-1.7291
60.9,-0.162,6.1417,-1.7682
60.98,-0.1762,6.1151,-1.8268
61.08,-0.1963,6.0745,-1.9315
61.18,-0.2236,6.0337,-2.0312
61.2,-0.2375,6.0172,-2.0712
61.28,-0.2566,5.9933,-2.1315
61.38,-0.2912,5.9657,-2.2323
61.4,-0.3063,5.9514,-2.2724
61.48,-0.3297,5.9295,-2.3312
61.58,-0.3677,5.9032,-2.4319
61.68,-0.4099,5.882,-2.5333
61.78,-0.4556,5.8641,-2.6345
61.88,-0.5045,5.85,-2.7354
61.9,-0.5249,5.8457,-2.7758
61.98,-0.5525,5.8409,-2.8374
62.2,-0.5191,5.8461,-2.8239
62.6,-0.5534,5.8247,-2.7388
62.68,-0.6798,5.7196,-2.5977
62.88,-0.6731,5.6561,-2.2877
63.0,-0.6764,5.6962,-2.2649
63.48,-0.7216,5.6722,-2.4113
63.5,-0.7674,5.633,-2.4114
63.58,-0.7894,5.61,-2.4114
63.6,-0.805,5.5956,-2.4114
63.68,-0.8278,5.576,-2.414
63.8,-0.8803,5.5299,-2.4145
63.9,-0.9148,5.4956,-2.4137
64.0,-0.9509,5.4661,-2.4147
64.1,-0.9875,5.4303,-2.4138
64.2,-1.0244,5.3975,-2.4146
64.3,-1.0625,5.3669,-2.4162
64.4,-1.0996,5.3296,-2.4149
64.54,-1.0841,5.3444,-2.4123
64.64,-1.0626,5.371,-2.4026
64.7,-1.0469,5.387,-2.3992
64.8,-1.0641,5.3638,-2.4078
65.0,-1.1092,5.314,-2.3836
65.1,-1.1262,5.2867,-2.2667
65.2,-1.0994,5.3219,-2.2793
65.3,-1.131,5.2789,-2.3044
65.4,-1.1536,5.2379,-2.1987
65.5,-1.1311,5.2746,-2.2034
65.6,-1.1662,5.2283,-2.2181
65.7,-1.1758,5.196,-2.1056
65.8,-1.1772,5.1718,-2.0763
65.9,-1.1863,5.1493,-1.9832
66.02,-1.2036,5.1096,-1.9812
66.04,-1.1977,5.1324,-1.9819
66.1,-1.207,5.0794,-1.8897
66.14,-1.2162,5.0441,-1.8413
66.2,-1.2197,4.9503,-1.7184
66.24,-1.222,4.9874,-1.7239
66.28,-1.2141,4.9633,-1.637
66.38,-1.205,4.9206,-1.5398
66.64,-1.2017,4.9533,-1.6075
66.68,-1.1983,4.9249,-1.5887
66.7,-1.2012,4.8834,-1.5733
66.9,-1.2088,4.9112,-1.5303
67.3,-1.2105,4.7962,-1.5614
67.4,-1.2102,4.7384,-1.5653
67.5,-1.2014,4.6872,-1.5001
67.6,-1.169,4.6517,-1.305
67.7,-1.1777,4.6813,-1.2524
67.8,-1.1866,4.7018,-1.3525
68.0,-1.1574,4.6064,-1.3164
68.1,-1.1676,4.65,-1.246
68.5,-1.1439,4.5412,-1.3149
68.6,-1.1313,4.4899,-1.3195
68.7,-1.1181,4.4392,-1.3206
68.8,-1.1089,4.3894,-1.3189
68.9,-1.0947,4.3445,-1.3195
69.0,-1.0807,4.2942,-1.3179
69.08,-1.0832,4.2626,-1.3798
69.2,-1.0917,4.199,-1.6014
69.28,-1.1239,4.1742,-1.6972
69.4,-1.1289,4.104,-1.8228
69.48,-1.159,4.0829,-1.8847
69.58,-1.1706,4.0377,-1.9776
69.6,-1.1873,4.0229,-2.0172
69.68,-1.1985,3.9942,-2.0741
69.78,-1.2318,3.9561,-2.1756
69.8,-1.2494,3.9453,-2.2157
69.88,-1.2687,3.9241,-2.275
69.9,-1.2879,3.9115,-2.3149
70.0,-1.3243,3.8872,-2.415
70.1,-1.3689,3.8613,-2.5153
70.2,-1.4139,3.8433,-2.6168
70.34,-1.393,3.8516,-2.5619
70.44,-1.3658,3.8627,-2.529
70.68,-1.3889,3.8423,-2.5194
70.72,-1.4222,3.8079,-2.4708
70.8,-1.4516,3.7683,-2.3113
70.88,-1.4576,3.705,-2.2506
70.9,-1.4306,3.7371,-2.2376
70.94,-1.4327,3.7631,-2.3402
71.04,-1.4191,3.7871,-2.3663
71.3,-1.4969,3.7024,-2.3665
71.4,-1.5354,3.6675,-2.3635
71.5,-1.5821,3.6355,-2.4332
71.6,-1.6292,3.6136,-2.5379
71.7,-1.6614,3.5768,-2.481
71.8,-1.6961,3.5467,-2.4471
71.9,-1.7352,3.5117,-2.4497
72.0,-1.7741,3.4784,-2.4486
72.1,-1.8104,3.4486,-2.4487
72.2,-1.8505,3.4115,-2.4488
72.3,-1.8896,3.3819,-2.449
72.4,-1.9198,3.3504,-2.4483
72.5,-1.9656,3.3183,-2.4499
72.6,-1.9972,3.2791,-2.3934
72.7,-2.0214,3.2374,-2.2078
72.8,-2.0107,3.1747,-2.0551
72.84,-2.0242,3.1913,-2.0776
72.9,-2.0357,3.1311,-1.9538
72.98,-2.0482,3.1064,-1.8958
73.08,-2.0557,3.0612,-1.7955
73.18,-2.0496,3.0066,-1.7582
73.28,-2.0759,2.9595,-1.8409
73.38,-2.1039,2.9178,-1.9544
73.4,-2.1229,2.9002,-1.9845
73.5,-2.1633,2.8634,-2.1537
73.6,-2.1844,2.8192,-2.1501
73.7,-2.203,2.7776,-2.0684
73.82,-2.2301,2.7041,-2.022
73.84,-2.2199,2.7342,-1.9858
73.9,-2.2319,2.6774,-1.8924
74.0,-2.2034,2.6299,-1.7206
74.1,-2.1893,2.5703,-1.6042
74.2,-2.1669,2.5181,-1.5283
74.3,-2.1851,2.4698,-1.5804
74.4,-2.1985,2.4208,-1.6533
74.5,-2.2048,2.3699,-1.6627
74.6,-2.2105,2.3203,-1.6627
74.7,-2.2164,2.2678,-1.6628
74.8,-2.2217,2.2233,-1.6617
74.9,-2.2135,2.1713,-1.5979
75.0,-2.1891,2.128,-1.4174
75.1,-2.162,2.0852,-1.2755
75.2,-2.1368,2.0468,-1.1712
75.3,-2.1095,2.0131,-1.0711
75.4,-2.0743,1.9803,-0.9722
