t,x,y,yaw
73.1,-2.1773,2.2879,-1.4201
73.14,-2.1878,2.3586,-1.4403
73.2,-2.1905,2.3849,-1.4595
73.3,-2.1822,2.3456,-1.3882
73.32,-2.175,2.3134,-1.3775
73.5,-2.1945,2.4233,-1.4142
73.56,-2.187,2.3861,-1.4157
73.74,-2.1797,2.3408,-1.3858
73.82,-2.159,2.2888,-1.2791
73.86,-2.141,2.2419,-1.2233
73.92,-2.0487,2.1589,-1.1169
73.96,-2.0696,2.1923,-1.1791
74.06,-2.0801,2.2222,-1.135
74.12,-2.062,2.205,-1.0724
74.3,-2.0498,2.1833,-1.0776
74.76,-2.0294,2.1195,-1.1079
74.8,-1.9924,2.0324,-1.1104
74.9,-1.9748,2.0186,-1.1053
75.0,-1.9656,1.9694,-1.121
75.1,-1.9349,1.9301,-1.1108
75.2,-1.9192,1.891,-1.1089
75.22,-1.9108,1.871,-1.1095
75.36,-1.9349,1.9287,-1.1056
75.44,-1.9654,1.9893,-1.1015
75.46,-1.946,1.9522,-1.0907
75.5,-1.913,1.8999,-1.0615
75.56,-1.8847,1.8528,-0.9973
75.66,-1.8973,1.8791,-0.9734
75.72,-1.861,1.8418,-0.8963
75.8,-1.7906,1.7757,-0.8843
75.82,-1.829,1.8202,-0.8822
75.9,-1.8597,1.8462,-0.939
76.02,-1.8495,1.8268,-0.9443
76.12,-1.7908,1.7407,-0.9444
76.22,-1.7618,1.7011,-0.947
76.32,-1.7297,1.6589,-0.9476
76.42,-1.7017,1.6156,-0.9488
76.52,-1.6781,1.5789,-0.9491
76.76,-1.703,1.6195,-0.9467
76.82,-1.6857,1.5868,-0.9794
76.92,-1.6629,1.5229,-1.1152
77.02,-1.6507,1.5041,-1.1297
77.12,-1.6355,1.4248,-1.2594
77.22,-1.639,1.3726,-1.429
77.32,-1.6428,1.3243,-1.5351
77.42,-1.6535,1.2768,-1.6275
77.52,-1.6691,1.2316,-1.7198
77.62,-1.6841,1.1841,-1.8081
77.72,-1.7038,1.1418,-1.9064
77.82,-1.7154,1.0918,-2.0198
77.92,-1.7506,1.0558,-2.126
78.02,-1.7805,1.018,-2.2259
78.12,-1.819,0.9934,-2.3279
78.22,-1.8561,0.963,-2.4426
78.3,-1.8864,0.9422,-2.5159
78.4,-1.929,0.9259,-2.6245
78.5,-1.9768,0.9104,-2.7085
78.6,-2.0257,0.8918,-2.6137
78.62,-2.0424,0.8739,-2.5934
78.7,-2.0477,0.813,-2.3976
78.72,-2.0497,0.7899,-2.358
78.76,-2.0515,0.8118,-2.3268
78.82,-2.0723,0.7617,-2.2054
78.94,-2.0962,0.7079,-2.1007
78.96,-2.0935,0.7301,-2.1271
79.02,-2.1173,0.676,-2.0069
79.12,-2.105,0.6059,-1.9053
79.16,-2.1161,0.6248,-1.9209
79.2,-2.1264,0.5907,-1.8378
79.3,-2.1286,0.5415,-1.7343
79.4,-2.1223,0.4932,-1.6335
79.5,-2.116,0.4447,-1.5369
79.6,-2.1067,0.3981,-1.4403
79.66,-2.0954,0.3804,-1.4265
79.7,-2.0709,0.3388,-1.3479
79.8,-2.0604,0.3038,-1.2438
79.82,-2.0465,0.2887,-1.2037
79.9,-2.021,0.2625,-1.1416
79.92,-2.0057,0.2464,-1.1015
80.0,-1.9927,0.2217,-1.0413
80.1,-1.9574,0.199,-0.9418
80.12,-1.9394,0.1798,-0.9018
80.2,-1.919,0.1541,-0.8426
80.3,-1.8786,0.1335,-0.7417
80.4,-1.8363,0.1067,-0.6407
80.42,-1.8167,0.1005,-0.6003
80.5,-1.7915,0.0862,-0.5401
80.52,-1.7706,0.0784,-0.4997
80.6,-1.7421,0.07,-0.4385
80.7,-1.7031,0.0615,-0.3361
80.72,-1.6801,0.0599,-0.2956
80.8,-1.6495,0.0554,-0.2349
80.9,-1.601,0.0548,-0.1377
80.92,-1.5804,0.0536,-0.1049
81.0,-1.5532,0.0479,-0.1392
81.02,-1.5348,0.0386,-0.1321
81.12,-1.4823,0.0312,-0.2145
81.2,-1.4566,-0.0039,-0.232
81.32,-1.3841,0.0005,-0.2321
81.4,-1.3532,-0.0266,-0.2334
81.5,-1.3062,-0.0171,-0.232
81.52,-1.2872,-0.0254,-0.2324
81.6,-1.2617,-0.0483,-0.2325
81.64,-1.2398,-0.0536,-0.2323
81.72,-1.1942,-0.0574,-0.2316
81.82,-1.1514,-0.0668,-0.2312
81.9,-1.1187,-0.0727,-0.2311
82.0,-1.0652,-0.0856,-0.2313
82.1,-1.0168,-0.0967,-0.2312
82.2,-0.9695,-0.1094,-0.2312
82.22,-0.9505,-0.118,-0.2312
82.3,-0.9208,-0.119,-0.2311
82.4,-0.8739,-0.1345,-0.231
82.52,-0.8024,-0.1382,-0.1652
82.62,-0.7545,-0.1247,-0.025
82.72,-0.7019,-0.1318,-0.0615
82.82,-0.6469,-0.1413,-0.0567
82.92,-0.6006,-0.1305,0.0252
83.02,-0.5445,-0.1255,0.0226
83.12,-0.4951,-0.1203,0.0666
83.22,-0.4466,-0.1262,0.0293
83.32,-0.397,-0.1257,0.0092
83.42,-0.345,-0.127,0.0091
83.52,-0.2993,-0.1244,0.0094
83.62,-0.2499,-0.1257,0.0094
83.72,-0.1995,-0.124,0.0092
83.82,-0.1489,-0.1273,0.0092
83.92,-0.0985,-0.1248,0.0092
84.02,-0.051,-0.1248,0.009
84.12,0.0033,-0.1244,0.0089
84.22,0.0521,-0.1237,0.009
84.32,0.1023,-0.1243,0.009
84.42,0.1514,-0.1227,0.009
84.52,0.1976,-0.1237,0.009
84.62,0.2489,-0.1224,0.009
84.72,0.1959,-0.1236,0.0082
