t,x,y,yaw
20.2,2.6153,5.89,1.4919
20.3,2.6098,5.9436,1.5829
20.4,2.5998,5.9916,1.6576
20.5,2.5999,6.0415,1.6039
20.6,2.6012,6.0929,1.5844
20.7,2.6004,6.1439,1.5845
20.8,2.6001,6.1947,1.583
20.9,2.6005,6.2435,1.5836
21.0,2.5991,6.2961,1.5831
21.1,2.5983,6.3449,1.5829
21.2,2.5986,6.3938,1.583
21.3,2.5965,6.4454,1.5837
21.32,2.6011,6.4662,1.5834
21.4,2.5964,6.4975,1.5824
21.5,2.5936,6.5453,1.5839
21.6,2.6009,6.5971,1.5758
21.7,2.5983,6.6409,1.482
21.72,2.6116,6.6597,1.4558
21.8,2.636,6.6879,1.3982
21.86,2.617,6.6982,1.459
21.9,2.6249,6.7362,1.4522
22.0,2.6263,6.7843,1.4767
22.12,2.6369,6.8542,1.4767
22.24,2.6457,6.9175,1.4742
22.26,2.6275,6.8915,1.4766
22.32,2.6446,6.951,1.4764
22.42,2.6503,6.9987,1.4752
22.52,2.6549,7.0489,1.4755
22.62,2.6579,7.1017,1.476
22.66,2.9464,7.0674,1.4834
22.7,2.9584,7.1052,1.4819
22.8,2.9613,7.1521,1.482
22.9,2.9648,7.202,1.4856
23.0,2.9695,7.2546,1.4835
23.1,2.9748,7.3033,1.484
23.2,2.977,7.3469,1.4824
23.3,2.9831,7.4078,1.484
23.4,2.984,7.4409,1.5033
23.46,2.9751,7.4605,1.5858
23.5,2.9743,7.5017,1.6324
23.6,2.9667,7.5512,1.6389
23.7,2.9715,7.6051,1.5849
23.8,2.971,7.6584,1.5805
23.9,2.9707,7.7052,1.5793
24.0,2.9706,7.7543,1.5801
24.1,2.974,7.8064,1.5519
24.2,2.9849,7.8511,1.4264
24.3,2.9959,7.8976,1.4308
24.4,2.997,7.9505,1.4831
24.5,3.0017,8.0016,1.4826
24.6,3.0048,8.0545,1.4859
24.7,3.0098,8.1003,1.4829
24.8,3.0141,8.1539,1.4842
24.9,3.0187,8.1976,1.4809
25.0,3.023,8.2499,1.4828
25.1,3.0256,8.2983,1.4843
25.2,3.0301,8.3513,1.484
25.3,3.0352,8.3993,1.4827
25.4,3.037,8.4506,1.5073
25.42,3.0391,8.474,1.5233
25.5,3.0309,8.5044,1.6215
25.62,3.0283,8.5733,1.6155
25.74,3.0334,8.6277,1.5718
25.82,3.0329,8.6748,1.5693
25.92,3.0368,8.7203,1.5673
26.02,3.0282,8.7752,1.5731
26.12,3.0333,8.8231,1.5703
26.22,3.0321,8.8756,1.5703
26.32,3.0365,8.921,1.5679
26.42,3.0274,8.9734,1.573
26.52,3.0131,8.9155,1.5504
26.72,2.9903,8.9078,1.5065
26.82,2.996,9.0145,1.6228
26.92,2.9659,9.0689,1.8379
27.02,2.9469,9.1141,1.9826
27.12,2.9034,9.1569,2.0933
27.22,2.8782,9.196,2.1896
27.32,2.838,9.2375,2.2844
27.42,2.8009,9.2668,2.3822
27.52,2.7553,9.2972,2.484
27.62,2.7103,9.3212,2.5854
27.72,2.6568,9.3423,2.686
27.82,2.6077,9.3602,2.7861
27.92,2.5592,9.3687,2.887
28.0,2.5316,9.3686,2.9476
28.06,2.5087,9.3686,2.9876
28.1,2.4763,9.3694,3.048
28.2,2.4592,9.3533,-3.1325
28.26,2.4177,9.3493,-3.1228
28.3,2.3612,9.3477,-3.0457
28.4,2.3327,9.3276,-2.9503
28.52,2.3792,9.3302,-2.971
28.72,2.3483,9.3279,-3.0402
28.82,2.2541,9.3306,-3.0429
28.92,2.2001,9.3225,-3.0616
29.02,2.2138,9.3431,-3.084
29.12,2.2478,9.3194,-3.0645
29.36,2.1681,9.3031,-2.959
29.4,2.1056,9.2969,-2.9336
29.46,2.1536,9.2989,-2.9628
29.56,2.1925,9.3012,-2.9865
29.8,2.1603,9.2992,-2.984
29.82,2.1049,9.2984,-2.9835
29.9,2.0738,9.2917,-2.9957
29.92,2.0432,9.2975,-2.9968
30.0,2.0123,9.2858,-3.0037
30.02,1.9909,9.2903,-3.004
30.1,1.9584,9.2741,-2.9519
30.2,1.9151,9.2607,-2.8282
30.3,1.8703,9.2373,-2.8542
30.32,1.8978,9.2443,-2.8544
30.4,2.0353,9.2701,-2.8918
30.5,1.9727,9.2528,-2.8946
30.8,1.9297,9.2374,-2.8563
30.82,1.88,9.2231,-2.8354
30.9,1.742,9.2491,-2.7066
31.0,1.7876,9.2563,-2.7303
31.42,1.7347,9.2439,-2.773
31.5,1.5619,9.1969,-2.7793
31.6,1.5902,9.193,-2.7766
31.62,1.5695,9.1928,-2.7863
31.7,1.5416,9.1975,-2.7975
31.74,1.5192,9.1878,-2.7948
31.82,1.4808,9.1688,-2.7867
31.92,1.4379,9.1476,-2.7798
32.0,1.4119,9.1297,-2.776
32.1,1.3599,9.1219,-2.7816
32.2,1.3127,9.095,-2.7769
32.3,1.2703,9.0884,-2.785
32.32,1.2505,9.0846,-2.7932
32.4,1.2241,9.0733,-2.8834
32.42,1.2045,9.0795,-2.9081
32.5,1.1774,9.0681,-2.9537
32.52,1.1566,9.0684,-2.9608
32.62,1.1087,9.0506,-2.8917
32.72,1.0579,9.0349,-2.8744
32.82,1.0145,9.0203,-2.8745
32.92,0.9601,9.0076,-2.8741
33.02,0.9141,8.9927,-2.8739
33.1,0.8841,8.9846,-2.8739
33.2,0.8336,8.9722,-2.8739
33.3,0.7855,8.962,-2.9038
33.4,0.7384,8.9668,-3.0638
33.5,0.6945,8.9828,3.0696
33.6,0.6456,8.995,2.9928
33.7,0.5942,8.9994,3.0462
33.8,0.5435,8.997,3.1011
33.9,0.4947,8.9972,3.1043
34.0,0.444,8.9981,3.1042
34.1,0.3959,9.0,3.1038
34.2,0.3453,8.9981,3.1307
34.3,0.2924,8.9867,-3.0224
34.4,0.246,8.9756,-3.0202
34.5,0.1968,8.9766,-3.0752
34.6,0.145,8.9686,-3.0774
34.7,0.093,8.968,-3.0774
34.8,0.0524,8.968,-3.0785
34.9,-0.0011,8.9654,-3.078
35.0,-0.0544,8.9614,-3.1051
35.1,-0.1046,8.9703,3.048
35.2,-0.145,8.9946,3.0467
35.22,-0.1669,8.9948,3.045
35.3,-0.2027,8.9824,3.0993
35.32,-0.2232,8.9825,3.0993
35.4,-0.2509,8.9825,3.1021
35.52,-0.3204,8.9853,3.1024
35.62,-0.371,8.9893,3.1025
35.66,-0.5351,9.026,3.1007
35.72,-0.7686,9.0767,3.0988
35.82,-0.8188,9.0731,3.0989
35.92,-0.8687,9.0792,3.0988
36.02,-0.9183,9.0798,3.0986
36.12,-0.9712,9.0832,3.099
36.22,-1.0178,9.0833,3.0988
36.32,-1.0666,9.0841,3.0988
36.42,-1.118,9.0885,3.099
36.52,-1.156,9.089,3.0978
36.62,-1.1027,9.0773,3.0889
36.92,-1.2085,9.0655,-3.1014
37.02,-1.2605,9.0382,-2.903
37.12,-1.3021,9.0121,-2.7632
37.22,-1.3441,8.9855,-2.6636
37.32,-1.3834,8.9523,-2.5646
37.42,-1.4118,8.9217,-2.4739
37.52,-1.3708,8.9547,-2.5156
37.62,-1.4579,8.8909,-2.528
37.72,-1.4841,8.8435,-2.3477
37.82,-1.5076,8.8015,-2.205
37.92,-1.5248,8.7552,-2.1087
38.02,-1.5089,8.7701,-2.1462
38.06,-1.4754,8.8199,-2.2315
38.1,-1.4425,8.8735,-2.215
38.16,-1.4786,8.825,-2.1991
38.22,-1.5134,8.7652,-2.1307
38.26,-1.5503,8.7262,-2.1287
38.3,-1.5812,8.6797,-2.1133
38.36,-1.5291,8.753,-2.1652
38.46,-1.5166,8.7715,-2.1643
38.72,-1.5382,8.7442,-2.1486
38.82,-1.5598,8.6966,-2.0618
38.92,-1.5358,8.7391,-2.069
39.2,-1.5482,8.7201,-2.0904
39.26,-1.5612,8.6967,-2.039
39.7,-1.5676,8.6731,-2.0289
39.72,-1.5934,8.6312,-2.0099
39.82,-1.5752,8.6448,-1.9283
40.12,-1.6081,8.5659,-1.9175
40.22,-1.7263,8.5782,-1.7164
40.32,-1.7164,8.6071,-1.6741
40.42,-1.713,8.6286,-1.7735
40.72,-1.7406,8.5362,-1.7995
40.82,-1.7214,8.5774,-1.8011
41.02,-1.7565,8.4731,-1.8
41.12,-1.7646,8.4228,-1.8093
41.22,-1.795,8.3751,-1.8288
41.32,-1.7941,8.3243,-1.8153
41.42,-1.8118,8.281,-1.8158
41.52,-1.8157,8.2281,-1.8093
41.62,-1.836,8.1811,-1.8099
41.7,-1.833,8.1462,-1.8043
41.8,-1.8439,8.1066,-1.8046
41.9,-1.8541,8.0474,-1.8027
42.0,-1.8638,8.0205,-1.8055
42.12,-1.8413,8.0635,-1.8067
42.32,-1.8494,8.0226,-1.7823
42.42,-1.8503,7.9839,-1.696
42.52,-1.8568,7.9632,-1.684
42.72,-1.8525,7.9185,-1.616
42.82,-1.8438,7.888,-1.5483
43.02,-1.8364,7.8476,-1.4982
43.16,-1.8328,7.8206,-1.4582
43.22,-1.808,7.7258,-1.3579
43.32,-1.791,7.695,-1.1883
43.42,-1.7439,7.6654,-1.0661
43.52,-1.7242,7.6181,-0.9755
43.6,-1.6923,7.5953,-0.917
43.72,-1.8349,7.5055,-0.7845
43.82,-1.7934,7.4786,-0.687
43.92,-1.749,7.4502,-0.5861
44.02,-1.7019,7.4372,-0.4837
44.12,-1.6554,7.4198,-0.3841
44.22,-1.6019,7.4089,-0.2837
44.32,-1.5572,7.4085,-0.182
44.46,-1.5959,7.4213,-0.2569
44.52,-1.6497,7.43,-0.2387
44.56,-1.6197,7.4303,-0.2838
44.9,-1.5816,7.408,-0.2848
44.96,-1.5542,7.4006,-0.3651
45.0,-1.5167,7.378,-0.4216
45.02,-1.4804,7.3461,-0.4575
45.16,-1.5125,7.3668,-0.4638
45.6,-1.5251,7.3828,-0.4382
45.7,-1.4581,7.3413,-0.436
45.76,-1.4213,7.3238,-0.4782
45.8,-1.3989,7.3028,-0.5411
45.94,-1.4385,7.3279,-0.5414
46.22,-1.4099,7.311,-0.5153
46.32,-1.3272,7.254,-0.5133
46.52,-1.3604,7.2769,-0.5172
46.92,-1.3035,7.2517,-0.4804
47.06,-1.2788,7.2479,-0.3972
47.1,-1.2539,7.2473,-0.3527
47.22,-1.2309,7.2367,-0.2588
47.32,-1.2673,7.2551,-0.3115
47.72,-1.2247,7.2361,-0.2927
47.76,-1.1734,7.2237,-0.2223
47.8,-1.1033,7.2039,-0.1821
47.86,-1.1543,7.2251,-0.2248
47.96,-1.2142,7.2399,-0.2554
48.0,-1.2504,7.2495,-0.2552
48.06,-1.2231,7.2432,-0.2547
48.2,-1.1808,7.2315,-0.2329
48.26,-1.1534,7.2269,-0.1617
48.3,-1.1641,7.1821,-0.1277
48.46,-1.1861,7.1906,-0.1812
48.82,-1.0944,7.1722,-0.1057
48.96,-1.1349,7.1849,-0.1016
49.2,-1.0726,7.1736,-0.1142
49.26,-1.0239,7.1668,-0.1138
49.3,-0.9825,7.1639,-0.1139
49.4,-0.9415,7.1429,-0.137
49.5,-0.8983,7.1486,-0.123
49.56,-1.014,7.1673,-0.1148
49.6,-1.0898,7.176,-0.1143
49.66,-1.0221,7.1691,-0.1129
49.7,-1.0005,7.1652,-0.1128
50.8,-0.9791,7.1704,-0.1097
50.9,-0.9259,7.1687,-0.0246
50.96,-0.8748,7.1683,0.0737
51.0,-0.8356,7.1732,0.1421
51.1,-0.8651,7.1927,0.1441
51.16,-0.8981,7.183,0.0606
51.8,-0.8776,7.1809,0.0525
51.82,-0.8563,7.1794,0.0525
51.9,-0.8125,7.1791,0.0493
51.92,-0.7571,7.1752,0.049
52.02,-0.7071,7.1757,0.0408
52.12,-0.6573,7.1769,0.0403
52.22,-0.6086,7.1835,0.0461
52.32,-0.564,7.1762,0.0405
52.42,-0.5329,7.1872,0.0467
52.46,-0.5762,7.1884,0.0491
52.52,-0.6379,7.1869,0.047
52.56,-0.6179,7.1882,0.0529
52.62,-0.5786,7.1875,0.0536
52.66,-0.5357,7.1922,0.0546
52.72,-0.4151,7.194,0.0566
52.76,-0.4484,7.1965,0.0531
52.82,-0.4018,7.193,0.0513
52.96,-0.4239,7.1967,0.0507
53.02,-0.4507,7.1996,0.048
53.32,-0.4034,7.1936,0.0249
53.42,-0.3178,7.1655,-0.1239
53.52,-0.2734,7.1419,-0.3046
53.62,-0.2374,7.113,-0.422
53.72,-0.2006,7.0849,-0.519
53.82,-0.1681,7.0526,-0.6153
53.92,-0.1293,7.0183,-0.7116
54.02,-0.1013,6.9758,-0.8104
54.12,-0.08,6.9378,-0.9102
54.22,-0.0533,6.8955,-1.0111
54.32,-0.0239,6.7998,-1.1158
54.42,-0.0168,6.7519,-1.218
54.52,-0.007,6.7022,-1.3168
54.62,-0.0092,6.6521,-1.4189
54.72,-0.0079,6.6064,-1.5185
54.82,-0.0143,6.5607,-1.6175
54.92,-0.0293,6.5118,-1.7129
55.0,-0.0379,6.4829,-1.7668
55.1,-0.0592,6.4431,-1.8205
55.16,-0.0293,6.5039,-1.7453
55.2,-0.0092,6.5515,-1.7738
55.26,-0.0197,6.5336,-1.7197
55.4,-0.033,6.4812,-1.7219
55.42,-0.0353,6.4258,-1.7223
55.5,-0.0444,6.3903,-1.7056
55.52,-0.0426,6.3593,-1.7054
55.6,-0.0523,6.3274,-1.6983
55.62,-0.0488,6.305,-1.6978
55.72,-0.0565,6.2583,-1.7002
55.82,-0.0642,6.2063,-1.7022
55.92,-0.0739,6.1569,-1.7036
56.02,-0.0656,6.1087,-1.698
56.12,-0.0863,6.0577,-1.7018
56.22,-0.0845,6.0053,-1.7026
56.32,-0.0979,5.9604,-1.7067
56.42,-0.1157,5.9074,-1.7832
56.52,-0.1445,5.8675,-1.9737
56.62,-0.1992,5.8513,-2.1155
56.72,-0.2179,5.8031,-2.2101
56.82,-0.2711,5.7743,-2.3101
56.92,-0.2959,5.74,-2.4085
57.02,-0.3459,5.7241,-2.5105
57.12,-0.3916,5.7019,-2.611
57.22,-0.4482,5.6621,-2.6466
57.32,-0.485,5.6266,-2.557
57.42,-0.5177,5.6036,-2.5155
57.52,-0.4721,5.6313,-2.5222
58.12,-0.5503,5.5397,-2.4542
58.22,-0.5086,5.5883,-2.3621
58.73,-0.5648,5.5384,-2.4375
58.82,-0.601,5.507,-2.4375
58.86,-0.6196,5.496,-2.4382
58.92,-0.6802,5.4374,-2.4353
58.96,-0.6599,5.4543,-2.4326
59.0,-0.6805,5.4315,-2.4104
59.1,-0.7098,5.3903,-2.2998
59.2,-0.7419,5.3517,-2.3146
59.3,-0.7777,5.3201,-2.361
59.4,-0.8128,5.2869,-2.3614
59.5,-0.8475,5.2514,-2.3607
59.52,-0.8619,5.2371,-2.3607
59.6,-0.8825,5.2163,-2.3606
59.7,-0.9174,5.1815,-2.3605
59.72,-0.9335,5.1665,-2.3605
59.8,-0.9543,5.1426,-2.3596
59.9,-0.9797,5.1131,-2.3314
59.92,-0.9928,5.0942,-2.3138
60.0,-1.0139,5.0669,-2.2524
60.02,-0.9924,5.0871,-2.2408
60.1,-0.8995,5.1807,-2.27
60.14,-0.9254,5.1609,-2.2727
60.2,-0.9742,5.0959,-2.2462
60.22,-1.0096,5.0442,-2.2189
60.3,-1.0232,5.0146,-2.0687
60.32,-1.0244,4.9892,-2.0279
60.4,-1.0342,4.96,-1.9255
60.42,-1.0319,4.9355,-1.8847
60.5,-1.0418,4.9094,-1.8263
60.52,-1.0371,4.8889,-1.7855
60.6,-1.0446,4.8641,-1.7243
60.72,-1.0334,4.792,-1.5879
60.8,-1.0329,4.7634,-1.5277
60.84,-1.0199,4.7253,-1.4483
60.86,-1.0307,4.7543,-1.5146
60.92,-1.012,4.6976,-1.3966
61.0,-0.9949,4.6728,-1.3346
61.12,-0.9683,4.6133,-1.1956
61.2,-0.9213,4.5765,-1.1815
61.24,-0.9123,4.5461,-1.1872
61.26,-0.9241,4.5668,-1.2717
61.4,-0.9898,4.6861,-1.2712
61.46,-0.9649,4.6443,-1.2845
61.52,-0.9563,4.619,-1.271
61.62,-0.9265,4.5118,-1.2858
61.7,-0.9122,4.4823,-1.3
61.8,-0.8983,4.4312,-1.3017
61.9,-0.8801,4.3838,-1.2969
62.0,-0.9044,4.4087,-1.2995
62.02,-0.9153,4.4448,-1.2998
62.12,-0.89,4.4041,-1.279
62.22,-0.8429,4.3158,-1.1483
62.3,-0.8257,4.2914,-1.0424
62.36,-0.8503,4.3339,-1.1052
62.4,-0.871,4.3747,-1.0922
62.6,-0.8474,4.3322,-1.14
62.66,-0.8315,4.2949,-1.1411
62.7,-0.8115,4.2544,-1.1427
62.76,-0.7991,4.2252,-1.1424
62.8,-0.7838,4.188,-1.1476
62.9,-0.7618,4.1429,-1.1466
63.0,-0.7475,4.1045,-1.1462
63.02,-0.7403,4.0842,-1.1479
63.1,-0.7222,4.0548,-1.1936
63.12,-0.7212,4.0342,-1.2232
63.2,-0.7485,4.0394,-1.2936
63.22,-0.7607,4.0769,-1.3029
63.4,-0.7578,4.1016,-1.2127
63.7,-0.7427,4.051,-1.2581
63.72,-0.7297,3.9973,-1.2835
63.8,-0.7289,3.9644,-1.439
63.82,-0.7334,3.9346,-1.4798
63.9,-0.738,3.906,-1.5881
63.92,-0.75,3.886,-1.6289
64.02,-0.7614,3.8399,-1.7239
64.1,-0.765,3.8114,-1.7753
64.12,-0.778,3.7923,-1.815
64.22,-0.7937,3.7478,-1.9156
64.3,-0.8235,3.7259,-1.9827
64.32,-0.836,3.7078,-2.0242
64.42,-0.8547,3.6646,-2.1186
64.5,-0.8825,3.6459,-2.1779
64.52,-0.8979,3.6313,-2.2187
64.62,-0.93,3.594,-2.3142
64.7,-0.956,3.5768,-2.3712
64.74,-0.9787,3.5597,-2.4266
64.76,-0.9614,3.5715,-2.3913
64.82,-1.0128,3.5451,-2.5131
64.92,-1.0617,3.5241,-2.6143
65.0,-1.0871,3.5138,-2.6754
65.1,-1.1333,3.5028,-2.7758
65.22,-1.2043,3.4955,-2.9177
65.32,-1.1753,3.5,-2.9738
65.42,-1.1384,3.504,-2.8952
65.62,-1.2014,3.4784,-2.8459
65.7,-1.2396,3.4693,-2.834
65.76,-1.2696,3.457,-2.8315
65.8,-1.3069,3.4444,-2.8253
65.9,-1.3523,3.4248,-2.7983
66.0,-1.3914,3.3953,-2.6521
66.1,-1.4233,3.3555,-2.4951
66.2,-1.4634,3.3253,-2.4214
66.3,-1.4917,3.2755,-2.4777
66.4,-1.5437,3.2616,-2.5362
66.5,-1.5819,3.2371,-2.5389
