t,x,y,yaw
109.5,-1.3747,1.6323,-0.9425
109.6,-1.3476,1.5937,-1.0003
109.68,-1.289,1.4696,-1.1401
109.8,-1.3039,1.445,-1.3368
109.88,-1.3204,1.4051,-1.4059
109.9,-1.3225,1.3829,-1.4473
110.0,-1.3213,1.341,-1.547
110.1,-1.3279,1.2896,-1.6425
110.18,-1.3333,1.2612,-1.6976
110.28,-1.3511,1.2147,-1.7927
110.38,-1.3703,1.1796,-1.8946
110.48,-1.4047,1.1425,-1.9965
110.58,-1.4316,1.098,-2.0967
110.6,-1.4475,1.0837,-2.1368
110.68,-1.4663,1.0624,-2.197
110.72,-1.4915,1.0444,-2.2436
110.74,-1.4744,1.0568,-2.2166
110.8,-1.5228,1.0218,-2.3362
110.94,-1.5082,1.0387,-2.2775
111.0,-1.4884,1.0562,-2.3044
111.3,-1.5307,0.9858,-2.2554
111.4,-1.5685,0.9472,-2.2431
111.5,-1.6106,0.8623,-2.2281
111.54,-1.6054,0.8854,-2.2369
111.6,-1.6403,0.8469,-2.2313
111.7,-1.6083,0.866,-2.2302
111.8,-1.6088,0.8924,-2.2385
112.0,-1.6858,0.8048,-2.3299
112.1,-1.6765,0.8285,-2.4495
112.28,-1.6351,0.8706,-2.3552
112.34,-1.6508,0.855,-2.3491
112.58,-1.6843,0.8131,-2.3102
112.64,-1.7168,0.7741,-2.2071
112.68,-1.7389,0.7478,-2.1355
112.74,-1.7283,0.7184,-2.0469
112.78,-1.7226,0.6615,-1.9448
112.88,-1.7561,0.6321,-1.8684
112.9,-1.7499,0.6113,-1.8164
112.98,-1.7296,0.5773,-1.755
113.08,-1.7577,0.5323,-1.749
113.1,-1.7515,0.5563,-1.7345
113.18,-1.7273,0.6727,-1.8309
113.24,-1.7419,0.6419,-1.8642
113.38,-1.7566,0.5898,-1.8209
113.42,-1.77,0.5301,-1.7605
113.5,-1.7568,0.4707,-1.6002
113.6,-1.7417,0.4244,-1.4624
113.7,-1.7252,0.375,-1.3666
113.78,-1.7195,0.3481,-1.3122
113.88,-1.6958,0.305,-1.2163
113.98,-1.6608,0.2669,-1.1261
114.08,-1.6326,0.2305,-1.0258
114.1,-1.6161,0.2174,-0.984
114.18,-1.5844,0.1973,-0.9224
114.2,-1.5689,0.1839,-0.882
114.3,-1.5375,0.1524,-0.785
114.38,-1.5158,0.1433,-0.7256
114.4,-1.4964,0.134,-0.6851
114.5,-1.4536,0.1079,-0.5845
114.615,-1.3914,0.0855,-0.4533
114.64,-1.4163,0.091,-0.5033
114.7,-1.3597,0.0783,-0.3821
114.8,-1.3081,0.0706,-0.2815
114.9,-1.2616,0.0684,-0.1801
115.0,-1.216,0.0709,-0.079
115.1,-1.1637,0.0755,0.0194
115.2,-1.1176,0.091,0.117
115.3,-1.0716,0.1052,0.2118
115.4,-1.0259,0.1277,0.3103
115.5,-0.986,0.154,0.4153
115.6,-1.0164,0.1337,0.4445
115.8,-1.0356,0.1246,0.3302
115.9,-0.9532,0.1428,0.323
116.0,-0.9058,0.1667,0.3082
116.1,-0.8072,0.1639,0.2397
116.14,-0.8321,0.1695,0.1805
116.2,-0.7825,0.1716,0.0612
116.3,-0.8202,0.1283,-0.0098
116.4,-0.8207,0.155,0.1061
116.5,-0.8542,0.1493,0.1451
116.58,-0.8107,0.1539,0.1201
116.64,-0.7727,0.1565,0.0317
116.68,-0.7363,0.1556,-0.0232
116.74,-0.7084,0.1502,-0.0834
116.78,-0.6712,0.1476,-0.1138
116.84,-0.7558,0.151,-0.0298
116.88,-0.8163,0.1514,-0.037
116.94,-0.7825,0.1533,-0.0118
117.14,-0.7615,0.1558,-0.0101
117.4,-0.6417,0.1551,-0.0085
117.5,-0.5803,0.1554,0.0008
117.6,-0.5474,0.1677,0.0925
117.7,-0.6,0.1618,0.1205
118.3,-0.4952,0.1522,-0.0364
118.4,-0.5534,0.1586,-0.083
118.9,-0.4621,0.152,-0.0137
119.0,-0.3833,0.1507,-0.0139
119.1,-0.3309,0.1487,-0.0141
119.2,-0.2801,0.1476,-0.0118
119.3,-0.2324,0.153,0.0732
119.4,-0.1838,0.1777,0.1706
119.5,-0.1304,0.1708,0.1012
119.6,-0.0867,0.1691,0.0695
119.7,-0.0351,0.1719,0.0693
119.8,0.0108,0.1722,0.068
119.9,0.0654,0.1777,0.0642
119.98,0.0953,0.1737,-0.0038
120.08,0.143,0.1649,-0.089
120.18,0.167,0.1596,-0.0385
120.2,0.1344,0.1646,-0.0414
120.24,0.0635,0.172,-0.021
120.3,0.0108,0.1771,-0.0284
120.34,0.0586,0.1772,-0.0262
120.4,0.088,0.1781,-0.0327
120.7,0.1265,0.1747,-0.0195
120.74,0.1744,0.1757,-0.0182
120.8,0.2281,0.175,-0.0176
120.84,0.1979,0.175,-0.0152
120.9,0.1562,0.1745,-0.0157
121.5,0.2147,0.176,-0.0178
121.74,0.1945,0.1738,-0.0176
