t,x,y,yaw
83.58,-1.6516,1.2095,-1.8079
83.6,-1.6648,1.1939,-1.8475
83.68,-1.6722,1.1686,-1.9117
83.7,-1.6851,1.1517,-1.9519
83.78,-1.708,1.1274,-2.0122
83.88,-1.7294,1.0906,-2.112
83.9,-1.7454,1.0745,-2.1513
83.98,-1.7742,1.0476,-2.2104
84.08,-1.8066,1.0207,-2.3105
84.1,-1.8234,1.0092,-2.3503
84.18,-1.8488,0.9949,-2.4101
84.2,-1.8687,0.9869,-2.4503
84.28,-1.8918,0.9693,-2.5116
84.3,-1.9103,0.96,-2.552
84.38,-1.9397,0.9506,-2.6154
84.4,-1.9592,0.9448,-2.6558
84.48,-1.9872,0.9371,-2.7156
84.5,-2.0069,0.9332,-2.756
84.58,-2.0366,0.9356,-2.8165
84.7,-2.009,0.9427,-2.8616
84.88,-2.0239,0.9138,-2.7392
84.9,-2.0775,0.8769,-2.7195
85.0,-2.1261,0.8558,-2.4796
85.08,-2.1254,0.7835,-2.348
85.2,-2.1714,0.7537,-2.2072
85.28,-2.1641,0.7018,-2.1451
85.3,-2.1651,0.6818,-2.1029
85.34,-2.178,0.7059,-2.1339
85.38,-2.2038,0.6806,-2.0518
85.48,-2.1924,0.6157,-1.9473
85.58,-2.2122,0.577,-1.8468
85.6,-2.2066,0.5526,-1.8063
85.68,-2.2146,0.5243,-1.7481
85.7,-2.2071,0.5007,-1.7076
85.8,-2.2057,0.4577,-1.6061
85.88,-2.2065,0.4305,-1.5498
85.9,-2.1952,0.4103,-1.5099
86.0,-2.1911,0.3636,-1.4166
86.1,-2.1652,0.3206,-1.3206
86.2,-2.1497,0.2791,-1.2187
86.3,-2.1134,0.2385,-1.1174
86.38,-2.105,0.2145,-1.057
86.48,-2.0758,0.1897,-0.9716
86.58,-2.0422,0.1457,-1.02
86.64,-2.0515,0.1221,-1.0822
86.68,-2.039,0.079,-1.0662
86.78,-1.9944,0.0545,-0.9274
86.8,-1.978,0.042,-0.8903
86.88,-1.9494,0.033,-0.7645
86.98,-1.9083,0.0067,-0.6604
87.0,-1.8876,-0.0012,-0.6208
87.08,-1.8531,-0.0148,-0.5611
87.18,-1.8118,-0.0292,-0.459
87.2,-1.7913,-0.033,-0.4188
87.28,-1.7635,-0.0386,-0.3574
87.38,-1.7204,-0.0436,-0.2564
87.48,-1.6741,-0.0446,-0.155
87.58,-1.6268,-0.0456,-0.0918
87.6,-1.6054,-0.0487,-0.0753
87.68,-1.5726,-0.0573,-0.1642
87.7,-1.5533,-0.0683,-0.164
87.78,-1.5246,-0.0709,-0.2082
87.88,-1.4779,-0.0826,-0.2095
87.9,-1.457,-0.0943,-0.2096
87.98,-1.4273,-0.0941,-0.2101
88.0,-1.4088,-0.1033,-0.2102
88.08,-1.3776,-0.0984,-0.2094
88.1,-1.3581,-0.1055,-0.2103
88.18,-1.3308,-0.1291,-0.2094
88.28,-1.2807,-0.1235,-0.1753
88.38,-1.2387,-0.1168,-0.0131
88.42,-1.2,-0.1037,0.0614
88.5,-1.1697,-0.0977,0.1063
88.58,-1.1325,-0.1092,0.0239
88.7,-1.0615,-0.1082,-0.0199
88.8,-1.0147,-0.1248,-0.0215
88.9,-0.963,-0.1146,-0.0198
89.0,-0.9203,-0.1191,-0.0193
89.1,-0.8641,-0.1169,-0.0195
89.18,-0.8336,-0.1172,-0.0193
89.28,-0.783,-0.115,-0.019
89.38,-0.7434,-0.1241,-0.0186
89.48,-0.6853,-0.121,-0.0187
89.58,-0.6374,-0.1214,-0.0184
89.68,-0.5891,-0.1213,-0.0186
89.78,-0.536,-0.1262,-0.0186
89.88,-0.4872,-0.1244,-0.0186
89.98,-0.4359,-0.1262,-0.0186
90.08,-0.3874,-0.1269,-0.017
90.18,-0.3358,-0.12,0.0623
90.28,-0.2843,-0.1084,0.1375
90.38,-0.2335,-0.1057,0.0856
90.48,-0.1832,-0.1041,0.0687
90.58,-0.1353,-0.1009,0.0684
90.68,-0.0884,-0.0972,0.0683
90.78,-0.0362,-0.0848,0.0707
90.88,0.015,-0.0812,0.0709
90.98,0.0637,-0.0783,0.0706
91.08,0.1158,-0.0735,0.0707
91.18,0.1641,-0.0719,0.0708
91.28,0.2129,-0.0671,0.0705
91.38,0.2646,-0.0625,0.0706
91.48,0.2071,-0.0709,0.0779
